Drug_Name,Vina_Score_kcal_mol,Output_File
piromidic_acid,-7.855,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\piromidic_acid_docked.pdbqt
trazodone,-7.854,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\trazodone_docked.pdbqt
naproxen,-7.849,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\naproxen_docked.pdbqt
cyclarbamate,-7.847,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cyclarbamate_docked.pdbqt
epinastine,-7.845,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\epinastine_docked.pdbqt
bulaquine,-7.845,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bulaquine_docked.pdbqt
benzamidosalicylate,-7.845,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\benzamidosalicylate_docked.pdbqt
benzylpenicillin,-7.844,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\benzylpenicillin_docked.pdbqt
oxolinic_acid,-7.843,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxolinic_acid_docked.pdbqt
niclosamide,-7.843,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\niclosamide_docked.pdbqt
ensulizole,-7.842,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ensulizole_docked.pdbqt
vedaprofen,-7.84,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\vedaprofen_docked.pdbqt
solifenacin,-7.837,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\solifenacin_docked.pdbqt
topiroxostat,-7.836,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\topiroxostat_docked.pdbqt
glafenine,-7.835,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\glafenine_docked.pdbqt
meclozine,-7.834,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\meclozine_docked.pdbqt
zabofloxacin,-7.833,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\zabofloxacin_docked.pdbqt
sulforidazine,-7.83,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulforidazine_docked.pdbqt
crizotinib,-7.83,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\crizotinib_docked.pdbqt
clidanac,-7.83,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\clidanac_docked.pdbqt
brivudine,-7.823,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\brivudine_docked.pdbqt
glyhexamide,-7.819,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\glyhexamide_docked.pdbqt
dolasetron,-7.816,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dolasetron_docked.pdbqt
baloxavir_marboxil,-7.808,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\baloxavir_marboxil_docked.pdbqt
rubitecan,-7.808,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\rubitecan_docked.pdbqt
lysergide,-7.807,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\lysergide_docked.pdbqt
bisantrene,-7.801,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bisantrene_docked.pdbqt
progesterone,-7.799,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\progesterone_docked.pdbqt
ergometrine,-7.798,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ergometrine_docked.pdbqt
pretomanid,-7.797,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pretomanid_docked.pdbqt
flunisolide,-7.788,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\flunisolide_docked.pdbqt
oxaprozin,-7.788,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxaprozin_docked.pdbqt
ethinylestradiol_sulfonate,-7.786,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ethinylestradiol_sulfonate_docked.pdbqt
pronetalol,-7.786,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pronetalol_docked.pdbqt
tenofovir,-7.784,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tenofovir_docked.pdbqt
lynestrenol,-7.782,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\lynestrenol_docked.pdbqt
fludarabine_phosphate,-7.778,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fludarabine_phosphate_docked.pdbqt
norgesterone,-7.778,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\norgesterone_docked.pdbqt
pemirolast,-7.777,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pemirolast_docked.pdbqt
diflunisal,-7.776,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\diflunisal_docked.pdbqt
desoxycorticosterone_acetate,-7.775,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\desoxycorticosterone_acetate_docked.pdbqt
fludroxycortide,-7.774,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fludroxycortide_docked.pdbqt
nadoxolol,-7.773,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nadoxolol_docked.pdbqt
roxadustat,-7.77,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\roxadustat_docked.pdbqt
talazoparib_tosylate,-7.765,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\talazoparib_tosylate_docked.pdbqt
gatifloxacin,-7.758,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\gatifloxacin_docked.pdbqt
bezafibrate,-7.752,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bezafibrate_docked.pdbqt
ajmaline,-7.752,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ajmaline_docked.pdbqt
perimetazine,-7.749,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\perimetazine_docked.pdbqt
metiazinic_acid,-7.748,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\metiazinic_acid_docked.pdbqt
faropenem_medoxil,-7.745,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\faropenem_medoxil_docked.pdbqt
norethynodrel,-7.743,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\norethynodrel_docked.pdbqt
fenquizone,-7.741,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fenquizone_docked.pdbqt
apremilast,-7.739,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\apremilast_docked.pdbqt
clorindione,-7.737,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\clorindione_docked.pdbqt
nadifloxacin,-7.734,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nadifloxacin_docked.pdbqt
dioxadrol,-7.733,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dioxadrol_docked.pdbqt
oxendolone,-7.732,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxendolone_docked.pdbqt
bendazac,-7.731,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bendazac_docked.pdbqt
bromindione,-7.731,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bromindione_docked.pdbqt
prasterone_sulfate,-7.731,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\prasterone_sulfate_docked.pdbqt
anecortave,-7.731,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\anecortave_docked.pdbqt
reproterol,-7.73,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\reproterol_docked.pdbqt
ataluren,-7.729,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ataluren_docked.pdbqt
phenolphthalein,-7.728,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phenolphthalein_docked.pdbqt
nicofetamide,-7.724,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nicofetamide_docked.pdbqt
gemifloxacin,-7.722,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\gemifloxacin_docked.pdbqt
benserazide,-7.722,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\benserazide_docked.pdbqt
avobenzone,-7.721,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\avobenzone_docked.pdbqt
opipramol,-7.719,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\opipramol_docked.pdbqt
indomethacin,-7.718,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\indomethacin_docked.pdbqt
glyconiazide,-7.716,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\glyconiazide_docked.pdbqt
glycyclamide,-7.716,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\glycyclamide_docked.pdbqt
leflunomide,-7.715,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\leflunomide_docked.pdbqt
oxyphenisatine_acetate,-7.713,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxyphenisatine_acetate_docked.pdbqt
carbamazepine,-7.709,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\carbamazepine_docked.pdbqt
dehydrocholic_acid,-7.709,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dehydrocholic_acid_docked.pdbqt
epervudine,-7.709,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\epervudine_docked.pdbqt
osalmid,-7.705,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\osalmid_docked.pdbqt
metamizole,-7.704,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\metamizole_docked.pdbqt
ciclobendazole,-7.698,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ciclobendazole_docked.pdbqt
tiaprofenic_acid,-7.696,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tiaprofenic_acid_docked.pdbqt
zolmitriptan,-7.695,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\zolmitriptan_docked.pdbqt
trimetrexate,-7.694,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\trimetrexate_docked.pdbqt
olmutinib,-7.693,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\olmutinib_docked.pdbqt
ozanimod,-7.693,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ozanimod_docked.pdbqt
nedocromil,-7.69,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nedocromil_docked.pdbqt
furazidin,-7.689,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\furazidin_docked.pdbqt
mebendazole,-7.687,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mebendazole_docked.pdbqt
avibactam,-7.684,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\avibactam_docked.pdbqt
xipamide,-7.68,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\xipamide_docked.pdbqt
mecloqualone,-7.678,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mecloqualone_docked.pdbqt
saxagliptin,-7.677,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\saxagliptin_docked.pdbqt
perampanel,-7.676,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\perampanel_docked.pdbqt
voriconazole,-7.675,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\voriconazole_docked.pdbqt
zidovudine,-7.673,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\zidovudine_docked.pdbqt
propicillin,-7.673,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\propicillin_docked.pdbqt
fenbendazole,-7.672,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fenbendazole_docked.pdbqt
isocarboxazid,-7.668,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\isocarboxazid_docked.pdbqt
biapenem,-7.666,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\biapenem_docked.pdbqt
acetylpheneturide,-7.661,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\acetylpheneturide_docked.pdbqt
paroxetine,-7.661,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\paroxetine_docked.pdbqt
mexenone,-7.66,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mexenone_docked.pdbqt
oxyfedrine,-7.657,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxyfedrine_docked.pdbqt
cinoxacin,-7.657,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cinoxacin_docked.pdbqt
flortaucipir_F_18,-7.655,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\flortaucipir_F_18_docked.pdbqt
prednisolone_acetate,-7.655,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\prednisolone_acetate_docked.pdbqt
anisindione,-7.654,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\anisindione_docked.pdbqt
strychnine,-7.653,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\strychnine_docked.pdbqt
dichlorophen,-7.646,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dichlorophen_docked.pdbqt
quinestradol,-7.643,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\quinestradol_docked.pdbqt
diosmetin,-7.642,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\diosmetin_docked.pdbqt
ethacridine,-7.641,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ethacridine_docked.pdbqt
vortioxetine,-7.64,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\vortioxetine_docked.pdbqt
tazanolast,-7.64,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tazanolast_docked.pdbqt
estradiol,-7.636,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\estradiol_docked.pdbqt
methylergometrine,-7.636,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methylergometrine_docked.pdbqt
tafamidis,-7.635,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tafamidis_docked.pdbqt
nateglinide,-7.633,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nateglinide_docked.pdbqt
exisulind,-7.632,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\exisulind_docked.pdbqt
dienogest,-7.63,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dienogest_docked.pdbqt
indoprofen,-7.63,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\indoprofen_docked.pdbqt
droperidol,-7.629,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\droperidol_docked.pdbqt
desoxycortone,-7.628,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\desoxycortone_docked.pdbqt
axitinib,-7.626,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\axitinib_docked.pdbqt
ibrutinib,-7.626,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ibrutinib_docked.pdbqt
edoxudine,-7.624,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\edoxudine_docked.pdbqt
zuclopenthixol,-7.623,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\zuclopenthixol_docked.pdbqt
fluocortolone,-7.621,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\fluocortolone_docked.pdbqt
flusalan,-7.621,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\flusalan_docked.pdbqt
abacavir,-7.62,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\abacavir_docked.pdbqt
hesperetin,-7.619,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\hesperetin_docked.pdbqt
praziquantel,-7.617,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\praziquantel_docked.pdbqt
etofenamate,-7.613,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\etofenamate_docked.pdbqt
lonazolac,-7.613,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\lonazolac_docked.pdbqt
EIDD-1931,-7.612,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\EIDD-1931_docked.pdbqt
flumequine,-7.612,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\flumequine_docked.pdbqt
acrivastine,-7.607,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\acrivastine_docked.pdbqt
ketanserin,-7.606,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ketanserin_docked.pdbqt
clometacin,-7.605,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\clometacin_docked.pdbqt
pentazocine,-7.605,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pentazocine_docked.pdbqt
meclofenamic_acid,-7.602,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\meclofenamic_acid_docked.pdbqt
demegestone,-7.598,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\demegestone_docked.pdbqt
tedizolid_phosphate,-7.598,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tedizolid_phosphate_docked.pdbqt
delmadinone_acetate,-7.597,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\delmadinone_acetate_docked.pdbqt
pholcodine,-7.595,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pholcodine_docked.pdbqt
cafedrine,-7.595,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cafedrine_docked.pdbqt
methysergide,-7.595,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methysergide_docked.pdbqt
indigo_carmine,-7.594,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\indigo_carmine_docked.pdbqt
sulfabenzamide,-7.594,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulfabenzamide_docked.pdbqt
testosterone,-7.588,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\testosterone_docked.pdbqt
eszopiclone,-7.586,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\eszopiclone_docked.pdbqt
methaniazide,-7.584,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\methaniazide_docked.pdbqt
mirtazapine,-7.583,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mirtazapine_docked.pdbqt
quinbolone,-7.582,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\quinbolone_docked.pdbqt
tramazoline,-7.582,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tramazoline_docked.pdbqt
nitroxazepine,-7.581,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nitroxazepine_docked.pdbqt
frovatriptan,-7.58,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\frovatriptan_docked.pdbqt
isobromindione,-7.58,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\isobromindione_docked.pdbqt
oxymesterone,-7.579,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxymesterone_docked.pdbqt
azasetron,-7.579,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\azasetron_docked.pdbqt
hydroxyprogesterone_caproate,-7.579,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\hydroxyprogesterone_caproate_docked.pdbqt
cobimetinib,-7.579,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cobimetinib_docked.pdbqt
cyclocoumarol,-7.576,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cyclocoumarol_docked.pdbqt
isonixin,-7.574,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\isonixin_docked.pdbqt
dobutamine,-7.573,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\dobutamine_docked.pdbqt
ofloxacin,-7.57,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ofloxacin_docked.pdbqt
anagrelide,-7.57,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\anagrelide_docked.pdbqt
zaleplon,-7.569,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\zaleplon_docked.pdbqt
periciazine,-7.568,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\periciazine_docked.pdbqt
phthalylsulfacetamide,-7.567,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\phthalylsulfacetamide_docked.pdbqt
alizapride,-7.567,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\alizapride_docked.pdbqt
spiperone,-7.566,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\spiperone_docked.pdbqt
epicillin,-7.566,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\epicillin_docked.pdbqt
tenidap,-7.565,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tenidap_docked.pdbqt
pyrrobutamine,-7.564,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pyrrobutamine_docked.pdbqt
flubendazole,-7.562,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\flubendazole_docked.pdbqt
aldesulfone,-7.562,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\aldesulfone_docked.pdbqt
sulfacytine,-7.558,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sulfacytine_docked.pdbqt
cicaprost,-7.558,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cicaprost_docked.pdbqt
razoxane,-7.556,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\razoxane_docked.pdbqt
zopiclone,-7.552,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\zopiclone_docked.pdbqt
gemigliptin,-7.551,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\gemigliptin_docked.pdbqt
moperone,-7.549,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\moperone_docked.pdbqt
sequifenadine,-7.546,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\sequifenadine_docked.pdbqt
pipamazine,-7.546,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\pipamazine_docked.pdbqt
mofezolac,-7.545,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mofezolac_docked.pdbqt
spironolactone,-7.545,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\spironolactone_docked.pdbqt
thalidomide,-7.545,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\thalidomide_docked.pdbqt
flumedroxone_acetate,-7.544,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\flumedroxone_acetate_docked.pdbqt
nifurtoinol,-7.543,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nifurtoinol_docked.pdbqt
nitazoxanide,-7.54,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\nitazoxanide_docked.pdbqt
oxacillin,-7.54,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\oxacillin_docked.pdbqt
ketorolac,-7.54,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ketorolac_docked.pdbqt
estradiol_acetate,-7.539,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\estradiol_acetate_docked.pdbqt
tolciclate,-7.539,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\tolciclate_docked.pdbqt
ticarcillin,-7.538,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\ticarcillin_docked.pdbqt
mefenamic_acid,-7.537,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\mefenamic_acid_docked.pdbqt
prenoxdiazine,-7.536,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\prenoxdiazine_docked.pdbqt
bromfenac,-7.535,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\bromfenac_docked.pdbqt
etofylline_nicotinate,-7.532,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\etofylline_nicotinate_docked.pdbqt
indanazoline,-7.529,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\indanazoline_docked.pdbqt
trimetaphan,-7.528,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\trimetaphan_docked.pdbqt
cefalotin,-7.527,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\cefalotin_docked.pdbqt
glibornuride,-7.526,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\glibornuride_docked.pdbqt
polmacoxib,-7.525,C:\Users\kunsh_ghp5duq\OneDrive\Desktop\SIH\3\docking_results\polmacoxib_docked.pdbqt
